tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi
van	Fiat	Ducato	14	10.97	2015	PAF-7820	04986007838	9BDMP3PN91MVTUK9Q
ute	Mercedes-Benz	Sprinter	1800	13.64	2015	PGL-6366	13792644993	9BMKJ0IDWW2AAMVRW
ute	Fiat	Ducato	1800	14.89	2015	PWJ-7071	99293993866	9BDG3PCAVEOEZQ9JG
carro	Ford	Ka	2	11.15	2017	PLI-1961	39661316882	9BFU8QN00UYI7OL6H
van	Fiat	Ducato	14	6.25	2016	OMS-4107	93955646389	9BDMCLTVZ8CARF8W9
carro	Toyota	Corolla	4	10.76	2016	PSE-9207	70952755748	9BRBKWL5OU8C87IMS
carro	Fiat	Uno	4	10.12	2017	OPJ-1514	89396387331	9BDJZFAM2HQOR2M1Z
van	Mercedes-Benz	Sprinter	11	11.84	2016	PED-1770	47698388518	9BM9YGGSANY0KEUDS
carro	Toyota	Corolla	4	12.73	2015	OKA-7178	49402166453	9BRV50E8NJT3OV8O2
ute	Fiat	Ducato	1800	12.53	2017	PMA-8847	93191661167	9BD65JZ6TQ945D2LL
carro	Toyota	Corolla	4	11.89	2017	OAA-5728	98136894154	9BRGZID2MQ1X4OR0X
van	Fiat	Ducato	2	12.06	2016	PAJ-8486	91479917949	9BD9JQ5ITYN8A0BP0
carro	Honda	Civic	2	13.65	2017	PYD-4823	45229674459	93H3XWILUVUBEO1Y2
carro	Honda	Civic	4	8.3	2015	OXO-6020	78023398943	93HW56XJTPHEE0NEA
carro	Toyota	Corolla	4	13.49	2017	PMD-0383	42184971022	9BRE9ZFIKYPF5K1YF
van	Mercedes-Benz	Sprinter	12	9.34	2015	PDI-0567	05810470617	9BMJK6CVB6RDK84YM
ute	Mercedes-Benz	Sprinter	1800	13.14	2017	PMP-3101	71203806450	9BM07IO67WCWA64YE
ute	Fiat	Ducato	1800	12.09	2017	PAC-3368	36581039480	9BDTOM793S51WKWVR
carro	Honda	Civic	2	11.85	2015	OSF-6182	56024331547	93HR20EDSC2CQF3L9
carro	Chevrolet	Onix	4	11.88	2017	PVI-1303	91708473691	9BG8O82TWJYILD3NF
van	Fiat	Ducato	14	7.77	2016	PSZ-6875	89411709506	9BDDKHWCGT17MP3AT
van	Mercedes-Benz	Sprinter	18	8.74	2015	PRW-5842	54532575968	9BMYU2CAQN5QS7QLP
ute	Mercedes-Benz	Sprinter	1800	10.78	2017	PPV-4301	92591638170	9BM9NJGJ3EP0F56KO
van	Mercedes-Benz	Sprinter	14	12.46	2015	PBF-5111	89892397747	9BMW0563EEINEU9IR
van	Mercedes-Benz	Sprinter	9	13.35	2016	OSA-9488	67395779257	9BMLCRW80AAGHY7Z7
carro	Volkswagen	Gol	4	8.64	2016	PSU-3924	64018683382	9BWGBFNZ6YYHT8V4O
van	Fiat	Ducato	11	10.45	2014	PGE-9848	62663631035	9BD4H5IB88YHWZRA0
carro	Honda	Civic	4	11.14	2017	POJ-9691	72699252983	93HKKC3W64GZAGIHK
carro	Renault	Logan	4	9.42	2017	PJW-2674	91134220327	93YAW7A53OGASU9BS
carro	Fiat	Uno	2	13.49	2015	PYE-7737	14043802778	9BDTNHH6U0F3IN9H9
carro	Renault	Logan	2	14.26	2017	PXQ-6206	21169725493	93Y1UI5AYRJ4H0HY7
carro	Volkswagen	Gol	4	7.75	2015	OSA-0268	44847841204	9BW4Z5X76Z84B8SQ9
carro	Renault	Sandero	4	9.94	2017	PYS-1344	30467214726	93YBPOU1QLSKYAROD
carro	Volkswagen	Gol	4	11.25	2017	PEC-1582	40834183223	9BWZS6SX0WQG2PU5Q
van	Mercedes-Benz	Sprinter	10	8.76	2015	PIZ-8400	25633224590	9BMJ4PUNBAHN998LI
van	Mercedes-Benz	Sprinter	15	13.72	2017	POK-8839	42217254735	9BM3YXG2BAR0FK0H3
carro	Ford	Ka	4	11.8	2017	PZW-7022	20614192204	9BFSHB79U3O2Q1HYG
carro	Renault	Logan	4	12.29	2014	PNX-5276	96215763262	93YVTXEJFFKV9QI9X
van	Mercedes-Benz	Sprinter	12	11.27	2017	PRT-3925	79734133299	9BMCIJQTZES4I4R2X
van	Fiat	Ducato	16	6.84	2017	PNL-5799	75897193863	9BDCTMDBFBFPMQOUL
ute	Fiat	Ducato	1800	7.86	2017	PLO-9448	28891832640	9BD8LL6GBAR4PVIDS
carro	Renault	Sandero	4	12.69	2015	PCM-6340	22027056912	93YIW2ZPHFD4DIKJK
carro	Fiat	Uno	4	10.43	2017	PCX-6361	40953876177	9BDETZUGARRJROUQO
carro	Chevrolet	Prisma	4	10.69	2017	PED-0467	62388431774	9BG11QAVXJU2HFY7I
carro	Honda	Civic	4	11.26	2016	PZU-3117	89436835894	93HCVVCAXOFV8MKLN
carro	Chevrolet	Prisma	4	11.01	2017	PAM-1947	25564838144	9BGBC8NFDMOBN5GHP
van	Mercedes-Benz	Sprinter	4	7.16	2017	PHK-6113	44498406395	9BMM7XB42CIQNFGKF
van	Fiat	Ducato	12	10.46	2015	PLM-4520	90750058791	9BD7BW04ALK9FUFX9
carro	Volkswagen	Gol	4	13.5	2015	PNY-9452	73452963974	9BW0SESZUO6U1MKYD
van	Mercedes-Benz	Sprinter	17	15.38	2017	PJU-4237	45062852591	9BMCILTLYJ1Y4IPNE
van	Mercedes-Benz	Sprinter	7	12.56	2015	PZV-1319	04315069944	9BMDOHRI1UR2IC26E
carro	Fiat	Uno	4	12.19	2017	PCU-8768	14955412470	9BDIWC3620YMM02M5
carro	Toyota	Corolla	4	12.6	2015	PQJ-2793	73884774178	9BRY72YWFCQBTOQKQ
carro	Volkswagen	Gol	4	10.6	2017	PRP-3410	10154422998	9BWZYRIYTQVTSRUEU
carro	Fiat	Uno	4	6.68	2016	PHY-0739	18893609993	9BDQD37B5KKHRWC2H
carro	Chevrolet	Prisma	4	17.36	2017	OHD-8195	70665638760	9BGB3V7LVLJ2Z3D2C
carro	Chevrolet	Prisma	4	8.07	2017	POW-2259	58110361680	9BGUWDJTHND4YBA2G
carro	Ford	Ka	4	11.59	2017	PJA-3403	09953586011	9BFHPLJ3BT1JXLQWX
carro	Toyota	Corolla	4	14.38	2015	PLJ-8034	63570711181	9BR0IX15N09TUV5NN
carro	Chevrolet	Spin	4	11.6	2017	PXU-7255	31541528475	9BGRBKP1PKP0J2GS3
van	Mercedes-Benz	Sprinter	13	12.14	2017	OVD-7830	88185164855	9BMJTBFXHZMVW3PSF
carro	Volkswagen	Gol	4	11.61	2015	PHV-6138	55304369936	9BWVAZWFTVQ08O2K0
carro	Chevrolet	Prisma	4	9.19	2016	PHE-7835	67008183121	9BGZRYIYGZRDNCQL2
carro	Renault	Logan	2	9.0	2017	PSO-9228	89856831478	93YKFFZS4EEQK8EAP
carro	Volkswagen	Gol	4	11.22	2017	PLT-3706	51110583894	9BWEK8V94AF1HMZOF
carro	Toyota	Corolla	4	11.91	2017	PAI-4603	71401406297	9BRLVQUTQT93EL4CJ
carro	Ford	Ka+	4	12.88	2016	PGU-0287	58983058116	9BFVKEGZQ1031FTR2
carro	Fiat	Uno	4	8.89	2017	OBM-7019	70731747764	9BDLQI13K7RRGTMP4
carro	Ford	Ka	4	12.96	2014	ODJ-9093	11469008491	9BFSSZMQ99JUK0POA
carro	Ford	Ka	4	7.72	2017	PUU-5136	70211596697	9BF63RMZLP5BUXEZV
carro	Ford	Ka	4	12.59	2016	PZJ-1129	56426977349	9BFP4HTQFQPWO9SQ2
carro	Fiat	Uno	2	11.32	2015	PCN-0099	69797773068	9BDRDIQVL9FKR1TVO
ute	Fiat	Ducato	1800	9.27	2017	PNO-3056	76744247781	9BDNHQEXNKSE1X619
ute	Fiat	Ducato	1800	13.94	2015	OJK-6347	61148680755	9BDGOS929UA0X3VGA
carro	Renault	Sandero	4	13.13	2017	PZD-6559	01593609984	93YGZWHXBBBF8I287
carro	Honda	Civic	4	9.7	2017	OCI-6017	28222904927	93HT8L6HLGIY7RN9H
carro	Ford	Ka	4	9.46	2015	OAV-6067	58332683473	9BFY7X7R2BJDV5066
van	Mercedes-Benz	Sprinter	10	11.42	2017	PPO-0185	33492176938	9BMNQF8DQP0LHSC42
carro	Renault	Sandero	4	12.66	2017	PSO-9485	31243806916	93Y63DW8ZEIY4VB6O
carro	Chevrolet	Prisma	2	11.21	2017	OXT-2683	48674350867	9BGWVJ5LGHDMCCGBC
carro	Volkswagen	Gol	4	13.29	2015	PKR-2333	49748628845	9BW4NATMU4IMJWBIG
carro	Ford	Ka+	4	8.1	2017	PNX-7134	01424898852	9BFSAL31TO9ARYNJ1
carro	Chevrolet	Onix	4	6.17	2014	PVH-0149	76087623741	9BGLQH2LR3TW1ZHJ4
carro	Toyota	Corolla	4	11.85	2017	PDJ-1624	27969309636	9BRE5FRDOHJCN0ZUA
carro	Ford	Ka+	4	13.82	2014	PSF-0196	92632866415	9BFEVSR5RHKTGOF3V
van	Mercedes-Benz	Sprinter	10	13.72	2017	PXC-4290	06957118526	9BM3VCMLXM103KHG3
van	Mercedes-Benz	Sprinter	16	10.17	2017	PWR-6501	47058332765	9BMNU9A1JDX7T3Z07
carro	Chevrolet	Spin	4	8.18	2017	PKO-1628	76642569802	9BG5TNI1W9UWLZ0MV
carro	Ford	Ka	4	14.53	2017	OJD-4730	52789476387	9BFKGIP3PIW5MWGT8
van	Mercedes-Benz	Sprinter	17	13.56	2015	PEE-2083	31289756216	9BMMPU2TCLMJB55K4
carro	Toyota	Corolla	4	11.57	2015	PTH-1036	85754233776	9BRAEZ9TRL6ZGB0YV
carro	Ford	Ka+	4	9.78	2016	PXY-1222	20058238217	9BF0INJDD76FF2DAE
carro	Renault	Sandero	2	14.14	2015	PWS-2969	78252182199	93YUCHJQQ823LMHJA
carro	Fiat	Uno	4	9.62	2014	PMP-2807	60268096360	9BD6Y3SDD98EJ2761
carro	Honda	Civic	2	6.26	2016	PPX-8656	33969219078	93HJLTC65P77IR296
carro	Renault	Sandero	4	8.73	2017	PLA-8814	41894460497	93YY3I8771VNT75VD
van	Mercedes-Benz	Sprinter	14	7.64	2015	PRW-1227	11343362250	9BM4O9ZTU7EWFNXPM
carro	Ford	Ka+	4	9.23	2015	PZW-6940	32355075270	9BFFYTLM2A110I5XP
carro	Renault	Sandero	2	12.27	2017	OTX-6139	48450931042	93Y8QVZAPLSBMOCZ7
ute	Fiat	Ducato	1800	14.65	2014	PSJ-9847	94499055149	9BDO8Q87J6ZH0MQME
van	Mercedes-Benz	Sprinter	16	13.03	2014	PNI-4611	39204631422	9BMQFMNRXE2UYPP09
carro	Chevrolet	Onix	4	9.77	2016	PCW-9628	12515038424	9BG68R5RJ6N6N1LMH
carro	Chevrolet	Spin	4	12.6	2017	PWT-3973	70956570188	9BGYSHPT47GBTAONK
ute	Mercedes-Benz	Sprinter	1800	5.03	2017	PGZ-1619	37681761298	9BMYUZW4UDQCHDZWS
ute	Mercedes-Benz	Sprinter	1800	8.85	2016	PZN-1884	18241981564	9BMSBH5DBHOIAQR1V
carro	Toyota	Corolla	2	8.78	2017	OOT-3228	22092349534	9BRVE6F6U6XIDEOYJ
van	Mercedes-Benz	Sprinter	6	6.04	2016	PNN-6865	91963430034	9BMVK8AO21PHMJIGR
carro	Renault	Logan	2	10.92	2014	OPE-5048	61422792976	93YQG9VO9OFDY7OXA
van	Fiat	Ducato	15	13.8	2017	OEA-9215	51283786997	9BDRPPOECL3I3EYKA
carro	Toyota	Corolla	4	13.86	2015	PPY-1415	24669082871	9BRHCE3J4IY58QRRM
ute	Fiat	Ducato	1800	13.52	2017	OGM-5125	29198673615	9BD4TX3W763JBYJCJ
ute	Fiat	Ducato	1800	9.92	2016	PAG-9604	78113701983	9BDI8OF3MAC3XOI59
van	Fiat	Ducato	9	13.21	2015	PNC-4061	21585783932	9BDLRPVE1PECF3FQ9
van	Fiat	Ducato	15	7.72	2015	OAI-4360	30482033458	9BDWW3GSMT8GI42HW
van	Mercedes-Benz	Sprinter	14	7.75	2017	PFC-2994	23733557799	9BMGRDK5B268MFBI4
van	Fiat	Ducato	18	12.85	2017	PHA-4713	32427619028	9BDN7T5NS2VHNVL5U
carro	Chevrolet	Onix	4	12.15	2017	PTD-5207	03350204554	9BGFJ1SM4RGBRSDOM
van	Mercedes-Benz	Sprinter	8	16.18	2017	OYD-6176	95402244334	9BMU65U60ILPLBK3M
van	Mercedes-Benz	Sprinter	13	15.0	2014	PTH-4833	12274389543	9BM9PIS5BLQO4KVDI
carro	Volkswagen	Gol	4	14.09	2017	PEQ-7286	95988471217	9BWTI681LADPKVYDS
carro	Honda	Civic	4	9.52	2017	POK-6494	50044686269	93HNM1LMQX7EIEZ93
carro	Ford	Ka	2	10.6	2017	OTZ-1152	91950603404	9BFGYM0JL1UCNTPFJ
ute	Fiat	Ducato	1800	10.28	2015	PUI-1505	50564528574	9BDC1FXOYR9N96S81
ute	Mercedes-Benz	Sprinter	1800	11.62	2014	PHB-5555	03131901234	9BM122LRBD3EIQQQC
van	Mercedes-Benz	Sprinter	14	10.76	2015	PPZ-4651	36398095486	9BMTKR8VCTA97V5D7
van	Fiat	Ducato	8	13.0	2017	PZG-6068	36192914788	9BD40OFPWWJ4RZ8HG
van	Mercedes-Benz	Sprinter	14	11.53	2017	PIO-4545	25105354394	9BM6SUKNUETGMI4S2
carro	Ford	Ka+	4	11.16	2014	PPK-5913	87607803145	9BFPRUL354ET47NEY
carro	Volkswagen	Gol	2	12.84	2015	OUA-1479	74664805709	9BWD3K0IUCALXKWY0
carro	Renault	Sandero	4	13.24	2015	PVB-0769	86804352111	93YQGOKG9S242Y06Q
van	Mercedes-Benz	Sprinter	12	16.2	2016	POT-7452	90260319889	9BMBEWTIOZBOJNM4Q
carro	Toyota	Corolla	4	15.71	2017	PXL-2963	85118887715	9BR6BBSZ4UU9JLZPJ
carro	Volkswagen	Gol	2	6.45	2017	OOX-1460	87730138777	9BWXG656V2K4PRWQR
van	Mercedes-Benz	Sprinter	13	10.21	2015	PMQ-1269	08847362260	9BMAVUWLUZQ4CB4K4
carro	Ford	Ka	4	11.8	2017	PRJ-3961	00172885822	9BFWHQ6GCGXON9BKE
carro	Toyota	Corolla	2	9.79	2017	PGY-9412	82877383078	9BRABOLR9SX514N47
carro	Volkswagen	Gol	4	14.73	2017	POP-6425	03177978607	9BWB5SCN9REJJNZM4
van	Mercedes-Benz	Sprinter	17	9.63	2017	PZE-8022	15811331078	9BMR72BTVSQU1LDIX
van	Mercedes-Benz	Sprinter	16	12.6	2014	PPW-3831	67752960734	9BMD83SE4DL6HOSJ0
carro	Fiat	Uno	2	10.31	2015	OSP-5617	06208722816	9BDF3EW2QAXAHANQR
van	Fiat	Ducato	19	13.34	2016	PQH-1969	10985365090	9BD6AA1LEE4ZGIMX2
carro	Ford	Ka	4	12.27	2017	OED-7296	10506024166	9BFJQ7M3DOU1J8YNN
ute	Fiat	Ducato	1800	10.82	2017	OPE-7352	31181505004	9BDEFFLQOEPQSX9TU
carro	Honda	Civic	4	13.21	2014	PCP-7530	35517394671	93H2UZCJF2C2AB3UZ
carro	Toyota	Corolla	4	13.6	2017	PBW-0506	72271091436	9BRTRSRAE8NTUZTTJ
carro	Chevrolet	Prisma	4	13.03	2017	PRN-6222	45318769956	9BGDQ1NPZJEGCO9KI
carro	Renault	Logan	4	8.53	2015	PJQ-4682	58677912736	93YGGGUN9QPQ999TK
carro	Fiat	Uno	4	15.21	2016	PEJ-3036	44137587854	9BDY8DYMIQBPHX8ZX
van	Fiat	Ducato	12	6.74	2016	OXW-2890	81015532985	9BD6K91OB6UPAW7CT
carro	Volkswagen	Gol	2	12.78	2017	PXC-4019	33831281757	9BW1S3077LXKLJIQ1
carro	Honda	Civic	4	9.17	2016	PIS-3173	62122116070	93HJHVEZ3MVBWBOSL
carro	Honda	Civic	4	10.78	2016	ONU-9320	77285241559	93HEKIR1H3ARTSASH
carro	Renault	Logan	4	10.19	2016	PRF-7036	57467851498	93YWRSCLKM5AJ3MET
carro	Honda	Civic	4	7.67	2015	PTG-6546	48902303682	93HU58UTBPJQC774Q
carro	Fiat	Uno	2	10.22	2017	PXK-3491	67781346680	9BDKLQ1ZKPDFBR46Q
carro	Renault	Sandero	4	10.88	2017	PSS-6403	15988212993	93YWNO0FQ917HMAXH
van	Fiat	Ducato	15	4.76	2016	PFK-0252	51442326956	9BDCAS2XY2O8WL1MA
carro	Chevrolet	Onix	4	6.36	2014	PLJ-9565	43566727355	9BGQH7XV1MD1PXEZD
van	Fiat	Ducato	12	14.52	2014	PJP-5249	81473691286	9BDZARSHWYRMIE27X
van	Mercedes-Benz	Sprinter	11	12.33	2015	PMF-8547	72131520889	9BMP1MKZ2DDJFCMYS
carro	Renault	Logan	2	12.56	2015	PIN-4206	04874510345	93YRYFWRUVEVYBLC6
van	Mercedes-Benz	Sprinter	11	9.62	2017	PFN-0256	03109607584	9BMBQJVP2HXJYTD62
carro	Ford	Ka	4	7.93	2017	PYW-4553	49333365684	9BFEAH89WBP8SSJAH
carro	Honda	Civic	4	12.39	2016	PWM-9747	31045022632	93HHBY8ZKRTADFZOO
carro	Renault	Sandero	2	10.62	2015	OJD-4559	60844082120	93YXNZJXDJFHGVB0Q
carro	Chevrolet	Prisma	4	10.3	2015	OAX-3518	86630693912	9BGOB4J21NR7ZB6S7
van	Mercedes-Benz	Sprinter	13	13.48	2014	PXJ-0810	20525252381	9BMJOLPI6RTWAHGSD
van	Fiat	Ducato	13	10.3	2017	PKB-9867	44636130273	9BDB28PBDNWHST3X3
van	Mercedes-Benz	Sprinter	16	12.57	2017	OLX-0853	99963404409	9BMSJWJCM391P1R5C
carro	Honda	Civic	2	5.7	2017	OSP-8118	21141588483	93H9MSKBVJSJIEY0D
van	Mercedes-Benz	Sprinter	15	13.81	2017	PUJ-9715	10221027811	9BMWWD0SXXHPRSZQD
van	Mercedes-Benz	Sprinter	9	9.03	2015	PGM-6764	93337246264	9BMHOUC0UN1K9OTNW
van	Fiat	Ducato	2	12.39	2017	PAM-0942	29263459838	9BD5MAUTKCZ4EMM4R
carro	Ford	Ka+	4	14.64	2015	OCT-5296	63462699109	9BFR4DFTK8NAENJTV
carro	Fiat	Uno	4	11.62	2017	PBD-0914	31750226001	9BDNXPKH0GNPE6Q53
van	Mercedes-Benz	Sprinter	12	11.49	2015	PUG-5363	24894712179	9BMUWZZ1LYBW4KNKJ
carro	Toyota	Corolla	4	11.0	2016	PUX-8068	39269394611	9BREUUKFDQ1W1O8H6
carro	Fiat	Uno	4	12.28	2016	PBD-7430	19151921273	9BDTJWW4UH0SMWYVX
carro	Volkswagen	Gol	4	16.22	2017	PVL-7295	97341140464	9BWDP5636TZKE1OLX
carro	Ford	Ka	2	17.07	2017	ODD-2233	98055326941	9BF2DGJI98O54EI5J
carro	Chevrolet	Onix	4	13.41	2017	ORU-5947	81656851714	9BGNWISNP0W5VK3IY
carro	Chevrolet	Prisma	4	7.62	2015	ODE-4987	57540540019	9BGQ4TL15DIZVIMA0
van	Mercedes-Benz	Sprinter	11	14.26	2015	PFZ-2472	92406847204	9BMI016KVBM5EE23A
carro	Fiat	Uno	4	6.61	2017	PKH-5796	92210719377	9BDG7Q5CN8YXEK3CT
ute	Mercedes-Benz	Sprinter	1800	13.26	2015	PLR-2922	32228266358	9BMO1KMK8SFQF21BZ
van	Mercedes-Benz	Sprinter	10	12.38	2017	PCJ-9337	19535271722	9BMT4NDH0Y0JEIRC3
carro	Fiat	Uno	4	8.45	2017	PBB-4159	68183757145	9BDUM9EHE49TXHIWV
van	Fiat	Ducato	9	9.89	2017	PQK-0401	29884910361	9BDWHG9BW5XL25OD0
carro	Ford	Ka	4	14.83	2017	PFD-1996	70545674367	9BFLFCKLFIWFLQ5Q1
carro	Volkswagen	Gol	2	7.77	2016	PYF-2658	67268829763	9BWCYCHEUKGEW173K
van	Fiat	Ducato	11	9.51	2014	PHT-4526	59921919620	9BDARHBBUIVS8NAMN
carro	Chevrolet	Spin	4	13.76	2014	PAB-3807	21767161045	9BG9ARRINE4SK4RL7
van	Mercedes-Benz	Sprinter	16	9.9	2017	PHC-9894	95578575001	9BM6FJY0MI00T4VFY
carro	Ford	Ka+	4	9.12	2017	PZK-3969	47537233590	9BFK4Z3UW9N7JFK28
carro	Renault	Sandero	4	10.42	2017	OJF-9201	48114702862	93Y6BG8S2SVWR0O1E
van	Mercedes-Benz	Sprinter	13	13.99	2014	OQY-3693	78534283990	9BMZU99T2X2HEL6EU
carro	Volkswagen	Gol	4	9.17	2017	PEN-8450	41178580336	9BW4AE2CGOVMJT3JC
carro	Volkswagen	Gol	2	9.51	2017	PKH-7334	53651140691	9BW9KH4QZRQUB7Q2K
ute	Fiat	Ducato	1800	8.57	2016	PFZ-4672	63757734572	9BDD39SF1WHI66W24
carro	Chevrolet	Prisma	2	12.74	2017	PEM-5398	84257379065	9BGG0QMNXP1I1YQ12
carro	Volkswagen	Gol	4	11.48	2016	OEE-7180	38493985710	9BWPPUL8UK438U5RE
van	Mercedes-Benz	Sprinter	16	12.98	2017	PQJ-3328	66588806805	9BMNCEQ4I790NAVJ4
carro	Toyota	Corolla	4	10.73	2014	PXT-4792	26977195592	9BRQ91S7JDBHZLI84
carro	Renault	Logan	4	7.55	2017	OOS-7176	60019297387	93Y0VJAVWA9FXZG8N
carro	Chevrolet	Onix	4	11.75	2017	POL-6711	92696954319	9BGCF6R0NTN24G6VO
carro	Renault	Sandero	4	11.05	2017	PVN-4049	99503485704	93YY2PEVJNEOM91MF
van	Mercedes-Benz	Sprinter	8	11.03	2015	PLX-7448	48485717652	9BMXP264S25TTFKAE
carro	Volkswagen	Gol	4	13.66	2017	PHF-0964	72694785033	9BWDAQUCV134PYOJI
carro	Volkswagen	Gol	4	11.9	2017	OLY-8503	53440168210	9BWL7IZH9SK1WLK69
carro	Honda	Civic	4	11.13	2014	OMQ-5442	79647208944	93HAWQT5AYVVCISHA
carro	Toyota	Corolla	4	13.85	2016	PTF-8286	94351500654	9BRLLPA3BEFCADMNF
carro	Honda	Civic	2	12.62	2017	PTF-7311	42558383433	93HHGFIELEXFXVPKG
van	Mercedes-Benz	Sprinter	17	13.78	2016	PIS-8723	35449305249	9BMADIT25MDRSPOG3
van	Mercedes-Benz	Sprinter	14	9.13	2017	PCY-9529	83094459424	9BM2G1YHJU0CIH122
carro	Honda	Civic	4	9.19	2017	PPW-6196	23437773044	93HTHMO6I7TH1S5S4
carro	Ford	Ka	2	11.95	2016	PHS-2277	15283124274	9BFUNP7HW4UU1DYCG
carro	Renault	Logan	4	10.06	2016	OJU-3005	34827837484	93Y4978BZHOHCD5R3
van	Fiat	Ducato	13	11.5	2017	PIV-5384	28757186902	9BDQD95LBMKTXYG8D
carro	Ford	Ka	4	12.41	2014	PAH-0251	22326333042	9BFZWON0X15542U4V
carro	Renault	Logan	4	13.07	2015	OZS-7752	71795871736	93YE7UCV9243AQPES
carro	Ford	Ka+	2	6.72	2017	OZC-3059	11172841406	9BFHOYQ8MM2QYAQQD
van	Mercedes-Benz	Sprinter	16	7.53	2016	OUO-8280	82825934723	9BMBDR4LOQER4IXHS
van	Fiat	Ducato	13	12.09	2015	PXV-7237	81774472002	9BD3C1ULCMC4HV5PK
ute	Mercedes-Benz	Sprinter	1800	12.64	2017	PSG-9542	46301352831	9BMKRXAK4JT0YGDUD
van	Mercedes-Benz	Sprinter	7	10.59	2017	OXA-3974	28671090738	9BM00I8C6UXD4H6GL
carro	Fiat	Uno	4	12.28	2015	PBJ-0352	09710640659	9BDS9UALZCY8BWU42
carro	Honda	Civic	2	11.9	2015	PIK-2424	85576481342	93HPUGW0E4340LP83
carro	Toyota	Corolla	4	9.59	2016	PQB-7822	22081432390	9BRYYV8KMHVRCAUNH
van	Fiat	Ducato	15	9.89	2017	PSR-1845	84674851960	9BDMLKNDGWVSW6NXX
van	Fiat	Ducato	16	7.84	2017	PZO-4709	45501323001	9BDYFTRUK579BOG2H
carro	Fiat	Uno	2	10.81	2017	PNC-8634	20329556687	9BD0IRTZKF2PTKW8F
van	Mercedes-Benz	Sprinter	15	11.88	2015	PFR-2500	24005970337	9BM0TG2B689WZ7W93
carro	Honda	Civic	4	15.48	2017	PAR-3531	25474731507	93HBT7MDD2NNWHOZG
carro	Chevrolet	Spin	2	12.92	2017	PFX-8389	16887399337	9BGMUTHP7S83S72GP
van	Fiat	Ducato	10	10.82	2017	PWH-9588	24276202824	9BDUSLHO6FPEISE1I
carro	Honda	Civic	4	12.6	2017	PLH-4919	37745032662	93HIGPHP90OCOKBI5
carro	Volkswagen	Gol	4	9.03	2014	PTG-3980	63604027934	9BWUT267CMI9SI4Z8
carro	Volkswagen	Gol	2	11.36	2017	OOR-9394	59420032086	9BWOZD3PRV2Z3CND4
carro	Toyota	Corolla	4	11.66	2015	PLO-1704	15687470989	9BR2IQQI2FTHCS3R3
carro	Volkswagen	Gol	4	11.26	2015	POD-1712	62287064750	9BWMNZFAHK59J3KQX
carro	Ford	Ka+	4	10.18	2015	PQN-8704	77041943464	9BFTJWHSG7SWH812R
van	Fiat	Ducato	9	13.33	2015	PGI-3483	30526470370	9BDJJHE83BPBY46XY
ute	Mercedes-Benz	Sprinter	1800	11.86	2017	OUE-4202	94207265761	9BMZDNHGHFTXRI1LJ
carro	Fiat	Uno	4	14.67	2015	PLR-5815	71044173448	9BDPPWL0LSZUJSIQ2
carro	Toyota	Corolla	4	6.06	2015	PSN-9222	05292533985	9BR1VI7C1RY8NLK4A
carro	Renault	Logan	4	11.88	2014	PFD-4396	80751981533	93YZ41RW8VYG1GF1O
carro	Honda	Civic	4	10.04	2015	PRZ-2930	52137599357	93H50L7NA5NHQ2K5A
carro	Toyota	Corolla	4	13.61	2014	PEM-0746	45111212729	9BRTYC2JWCFVAWW00
carro	Fiat	Uno	4	15.69	2017	PEJ-4272	40719921534	9BDYUMCX5HG2MDQ16
carro	Renault	Sandero	4	10.55	2016	PYE-5012	54772280433	93YQ1USFQCUBMQWT6
carro	Fiat	Uno	4	10.45	2015	OUZ-4317	46539853467	9BDWEKUS0W7WAGAEG
van	Fiat	Ducato	12	8.34	2014	OOA-0867	97962300490	9BDZVCTP1MZQ421IE
van	Mercedes-Benz	Sprinter	11	9.97	2014	PNI-0457	11690921493	9BMIQWM4F1NRXDORI
carro	Renault	Logan	4	9.44	2017	PIH-5314	76118171313	93Y9O0ARJF02PSTAH
carro	Honda	Civic	4	10.65	2017	PPJ-0573	61158265295	93HPSQ8GRPODO8822
carro	Renault	Sandero	4	12.84	2015	PSJ-1558	88054226985	93Y978IDWAYOI3SC2
carro	Ford	Ka	4	8.29	2017	PGE-3426	62603826639	9BF56MXKJ1WI68BFC
carro	Volkswagen	Gol	4	17.04	2017	OZP-2992	70582487282	9BWF1LXSADR9HZ2K0
van	Fiat	Ducato	22	9.53	2017	OQV-3349	54172166917	9BDZUKAXH7SMHQYX7
carro	Honda	Civic	2	12.47	2015	OCC-2046	38560736672	93HU1ST3H83U27UKV
carro	Chevrolet	Spin	4	11.81	2014	PQV-6338	52517794836	9BGL35E5Z7WNEKVZ9
carro	Chevrolet	Onix	4	12.13	2017	PWR-8202	49051518352	9BGKFS8RVYX4BWEOY
van	Mercedes-Benz	Sprinter	6	9.61	2017	PBI-5979	11471560429	9BM54UFNCY5UP3WA7
ute	Mercedes-Benz	Sprinter	1800	12.14	2017	OOE-1816	05576880482	9BM9QRPF9G3UCBYRC
carro	Honda	Civic	2	11.05	2017	OJA-5362	24614505262	93HNEIOPPHNRI79O4
van	Fiat	Ducato	15	12.66	2016	PLZ-5493	71256189327	9BDTH5Q2OJFSJ8GKK
carro	Fiat	Uno	4	10.21	2014	PQH-8164	02031490209	9BDMJ8AUYL0EAHXTR
